Sr_No,Job_Profession,Student,Linguistic,Musical,Bodily,Logical_Mathematical,Spatial_Visualization,Interpersonal,Intrapersonal,Naturalist,Student_ID,P1,P2,P3,P4,P5,P6,P7,P8,Dominant_Intelligence,Average_Intelligence_Score,Average_Performance,Performance_Category
4,DevOps Engineer,S162,11,5,13,14,8,15,19,18,S162,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,12.88,2.12,Good
4,DevOps Engineer,S163,12,9,11,12,7,17,18,18,S163,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,13.0,2.12,Good
4,DevOps Engineer,S164,11,8,12,13,6,20,18,18,S164,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.25,2.12,Good
4,DevOps Engineer,S165,11,7,14,11,8,18,18,18,S165,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.12,2.12,Good
4,DevOps Engineer,S166,12,6,13,12,7,19,18,18,S166,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.12,2.12,Good
4,DevOps Engineer,S167,14,8,11,14,6,16,18,18,S167,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,13.12,2.12,Good
4,DevOps Engineer,S168,13,7,12,12,9,15,18,17,S168,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,12.88,2.12,Good
4,DevOps Engineer,S169,11,6,11,14,7,17,18,17,S169,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,12.62,2.12,Good
4,DevOps Engineer,S170,12,9,11,12,9,20,18,17,S170,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.5,2.12,Good
4,DevOps Engineer,S171,11,6,11,13,8,18,18,17,S171,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.75,2.12,Good
4,DevOps Engineer,S172,11,9,14,11,7,19,18,17,S172,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.25,2.12,Good
4,DevOps Engineer,S173,12,8,13,12,6,16,18,17,S173,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,12.75,2.12,Good
4,DevOps Engineer,S174,14,7,11,14,8,15,18,17,S174,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,13.0,2.12,Good
4,DevOps Engineer,S175,13,6,12,12,7,17,18,17,S175,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,12.75,2.12,Good
4,DevOps Engineer,S176,11,8,14,13,6,20,18,17,S176,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.38,2.12,Good
4,DevOps Engineer,S177,12,7,13,11,9,18,18,17,S177,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.12,2.12,Good
4,DevOps Engineer,S178,11,6,11,12,7,19,18,17,S178,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.62,2.12,Good
4,DevOps Engineer,S179,11,9,12,14,9,16,18,17,S179,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,13.25,2.12,Good
4,DevOps Engineer,S180,12,7,11,12,8,15,18,17,S180,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,12.5,2.12,Good
4,DevOps Engineer,S181,14,9,11,13,7,17,18,17,S181,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,13.25,2.12,Good
4,DevOps Engineer,S182,13,8,14,11,6,20,18,17,S182,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.38,2.12,Good
4,DevOps Engineer,S183,11,7,13,12,8,18,18,17,S183,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.0,2.12,Good
4,DevOps Engineer,S184,12,6,11,14,7,19,18,17,S184,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.0,2.12,Good
4,DevOps Engineer,S185,11,8,12,12,6,16,18,17,S185,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,12.5,2.12,Good
4,DevOps Engineer,S186,11,7,14,14,9,15,18,17,S186,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,13.12,2.12,Good
4,DevOps Engineer,S187,12,6,13,12,9,17,18,17,S187,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Intrapersonal,13.0,2.12,Good
4,DevOps Engineer,S188,14,9,11,13,9,20,17,17,S188,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.75,2.12,Good
4,DevOps Engineer,S189,13,7,12,11,8,18,17,17,S189,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,12.88,2.12,Good
4,DevOps Engineer,S190,11,7,14,12,7,19,17,19,S190,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.25,2.12,Good
4,DevOps Engineer,S191,12,7,14,14,6,16,17,19,S191,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Naturalist,13.12,2.12,Good
4,DevOps Engineer,S192,11,9,11,12,8,15,17,19,S192,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Naturalist,12.75,2.12,Good
4,DevOps Engineer,S193,11,8,14,13,7,17,17,19,S193,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Naturalist,13.25,2.12,Good
4,DevOps Engineer,S194,12,7,13,11,9,20,17,19,S194,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.5,2.12,Good
4,DevOps Engineer,S195,14,6,11,12,8,18,17,19,S195,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Naturalist,13.12,2.12,Good
4,DevOps Engineer,S196,13,8,12,14,7,19,17,19,S196,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Interpersonal,13.62,2.12,Good
4,DevOps Engineer,S197,11,7,14,12,6,16,17,19,S197,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Naturalist,12.75,2.12,Good
4,DevOps Engineer,S198,12,6,13,13,8,15,17,19,S198,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Naturalist,12.88,2.12,Good
4,DevOps Engineer,S199,11,9,11,11,7,18,17,19,S199,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Naturalist,12.88,2.12,Good
4,DevOps Engineer,S200,13,10,12,12,6,15,17,19,S200,AVG,POOR,AVG,AVG,POOR,BEST,BEST,BEST,Naturalist,13.0,2.12,Good
5,Nature photographer,S201,11,5,17,10,6,12,17,20,S201,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.25,2.0,Good
5,Nature photographer,S202,12,5,20,10,6,12,17,18,S202,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.5,2.0,Good
5,Nature photographer,S203,13,6,18,10,6,12,17,20,S203,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.75,2.0,Good
5,Nature photographer,S204,14,6,19,10,6,12,17,15,S204,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.38,2.0,Good
5,Nature photographer,S205,13,7,16,10,6,12,17,20,S205,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.62,2.0,Good
5,Nature photographer,S206,12,7,15,10,6,12,17,16,S206,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,11.88,2.0,Good
5,Nature photographer,S207,11,8,17,10,6,12,17,19,S207,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.5,2.0,Good
5,Nature photographer,S208,11,8,20,10,6,12,17,18,S208,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.75,2.0,Good
5,Nature photographer,S209,12,9,18,10,6,12,17,20,S209,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,13.0,2.0,Good
5,Nature photographer,S210,13,9,19,10,6,12,17,19,S210,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,13.12,2.0,Good
5,Nature photographer,S211,14,5,16,10,6,12,17,18,S211,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.25,2.0,Good
5,Nature photographer,S212,13,5,15,10,6,12,17,17,S212,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,11.88,2.0,Good
5,Nature photographer,S213,12,6,17,10,6,11,17,20,S213,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.38,2.0,Good
5,Nature photographer,S214,11,6,20,10,6,11,17,18,S214,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.38,2.0,Good
5,Nature photographer,S215,11,7,18,8,6,11,17,20,S215,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.25,2.0,Good
5,Nature photographer,S216,12,7,19,8,6,11,17,15,S216,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,11.88,2.0,Good
5,Nature photographer,S217,13,8,16,8,6,11,17,20,S217,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.38,2.0,Good
5,Nature photographer,S218,14,8,15,8,5,11,17,16,S218,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,11.75,2.0,Good
5,Nature photographer,S219,13,9,17,8,5,11,17,19,S219,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.38,2.0,Good
5,Nature photographer,S220,12,9,20,8,5,11,19,18,S220,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.75,2.0,Good
5,Nature photographer,S221,11,7,18,8,5,11,19,20,S221,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.38,2.0,Good
5,Nature photographer,S222,11,5,19,8,5,11,19,19,S222,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.12,2.0,Good
5,Nature photographer,S223,12,5,16,8,5,11,19,18,S223,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,11.75,2.0,Good
5,Nature photographer,S224,13,6,15,6,5,11,19,17,S224,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,11.5,2.0,Good
5,Nature photographer,S225,14,6,17,6,5,11,19,18,S225,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.0,2.0,Good
5,Nature photographer,S226,13,7,20,6,5,11,19,20,S226,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.62,2.0,Good
5,Nature photographer,S227,12,7,18,6,5,11,19,15,S227,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,11.62,2.0,Good
5,Nature photographer,S228,11,8,19,6,5,13,19,20,S228,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.62,2.0,Good
5,Nature photographer,S229,14,8,16,6,5,13,19,16,S229,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.12,2.0,Good
5,Nature photographer,S230,12,9,15,6,5,13,19,19,S230,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.25,2.0,Good
5,Nature photographer,S231,13,9,17,6,5,13,19,18,S231,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.5,2.0,Good
5,Nature photographer,S232,14,8,20,6,5,13,19,20,S232,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,13.12,2.0,Good
5,Nature photographer,S233,13,5,18,6,5,13,19,19,S233,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.25,2.0,Good
5,Nature photographer,S234,12,5,19,6,5,13,19,18,S234,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.12,2.0,Good
5,Nature photographer,S235,11,6,16,6,5,13,19,17,S235,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,11.62,2.0,Good
5,Nature photographer,S236,11,6,15,6,8,13,19,18,S236,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.0,2.0,Good
5,Nature photographer,S237,12,7,17,6,8,13,19,20,S237,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.75,2.0,Good
5,Nature photographer,S238,13,7,17,6,8,13,19,15,S238,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.25,2.0,Good
5,Nature photographer,S239,14,8,20,6,8,13,19,20,S239,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,13.5,2.0,Good
5,Nature photographer,S240,13,8,18,6,8,13,18,16,S240,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.5,2.0,Good
5,Nature photographer,S241,12,9,19,6,8,13,18,19,S241,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,13.0,2.0,Good
5,Nature photographer,S242,11,5,16,7,8,14,18,18,S242,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.12,2.0,Good
5,Nature photographer,S243,11,5,15,7,8,14,18,20,S243,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.25,2.0,Good
5,Nature photographer,S244,12,6,17,7,8,14,18,19,S244,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Naturalist,12.62,2.0,Good
5,Nature photographer,S245,13,6,20,7,8,14,18,18,S245,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,13.0,2.0,Good
5,Nature photographer,S246,14,7,18,7,8,14,18,17,S246,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.88,2.0,Good
5,Nature photographer,S247,13,7,19,7,8,14,18,16,S247,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,12.75,2.0,Good
5,Nature photographer,S248,12,8,16,7,8,14,18,15,S248,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.25,2.0,Good
5,Nature photographer,S249,11,8,15,7,8,14,18,17,S249,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Intrapersonal,12.25,2.0,Good
5,Nature photographer,S250,14,9,18,7,8,14,18,18,S250,AVG,POOR,BEST,POOR,POOR,AVG,BEST,BEST,Bodily,13.25,2.0,Good
6,Recording engineer,S251,13,20,5,16,5,17,12,7,S251,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,11.88,2.0,Good
6,Recording engineer,S252,12,17,6,16,6,17,12,5,S252,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,11.38,2.0,Good
6,Recording engineer,S253,11,17,7,16,7,17,12,6,S253,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,11.62,2.0,Good
6,Recording engineer,S254,11,18,8,16,8,17,12,7,S254,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.12,2.0,Good
6,Recording engineer,S255,12,17,9,16,9,17,12,8,S255,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.5,2.0,Good
6,Recording engineer,S256,13,17,10,16,6,17,12,9,S256,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.5,2.0,Good
6,Recording engineer,S257,13,16,5,16,5,17,12,5,S257,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.12,2.0,Good
6,Recording engineer,S258,12,15,5,16,6,17,12,6,S258,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.12,2.0,Good
6,Recording engineer,S259,11,19,5,16,7,17,12,7,S259,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,11.75,2.0,Good
6,Recording engineer,S260,11,20,6,16,8,17,12,8,S260,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.25,2.0,Good
6,Recording engineer,S261,12,17,7,16,9,17,12,9,S261,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.38,2.0,Good
6,Recording engineer,S262,13,17,8,17,5,18,13,8,S262,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.38,2.0,Good
6,Recording engineer,S263,13,18,9,17,6,18,14,8,S263,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.88,2.0,Good
6,Recording engineer,S264,12,17,7,17,7,18,11,8,S264,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.12,2.0,Good
6,Recording engineer,S265,11,16,8,17,8,18,12,8,S265,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.25,2.0,Good
6,Recording engineer,S266,11,20,9,17,9,18,13,8,S266,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,13.12,2.0,Good
6,Recording engineer,S267,12,17,10,17,5,18,11,8,S267,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.25,2.0,Good
6,Recording engineer,S268,13,17,9,17,6,18,12,8,S268,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.5,2.0,Good
6,Recording engineer,S269,13,18,8,17,7,18,13,8,S269,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.75,2.0,Good
6,Recording engineer,S270,12,17,5,17,8,18,12,8,S270,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.12,2.0,Good
6,Recording engineer,S271,11,17,6,17,9,18,14,8,S271,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.5,2.0,Good
6,Recording engineer,S272,11,16,7,17,5,18,13,8,S272,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.88,2.0,Good
6,Recording engineer,S273,12,15,5,18,6,19,11,6,S273,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.5,2.0,Good
6,Recording engineer,S274,13,19,6,18,7,19,14,6,S274,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.75,2.0,Good
6,Recording engineer,S275,13,20,7,18,8,19,14,6,S275,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,13.12,2.0,Good
6,Recording engineer,S276,12,17,8,18,9,19,14,6,S276,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.88,2.0,Good
6,Recording engineer,S277,11,17,9,18,5,19,14,6,S277,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.38,2.0,Good
6,Recording engineer,S278,11,18,10,18,6,19,14,6,S278,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.75,2.0,Good
6,Recording engineer,S279,12,17,5,18,7,19,14,6,S279,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.25,2.0,Good
6,Recording engineer,S280,13,20,6,18,8,19,14,6,S280,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,13.0,2.0,Good
6,Recording engineer,S281,13,17,7,18,9,19,12,6,S281,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.62,2.0,Good
6,Recording engineer,S282,12,17,8,18,8,19,14,6,S282,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.75,2.0,Good
6,Recording engineer,S283,11,18,9,18,5,19,13,6,S283,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.38,2.0,Good
6,Recording engineer,S284,11,17,10,18,6,19,11,5,S284,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.12,2.0,Good
6,Recording engineer,S285,12,17,7,19,7,20,12,6,S285,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.5,2.0,Good
6,Recording engineer,S286,13,16,8,19,8,20,12,7,S286,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.88,2.0,Good
6,Recording engineer,S287,13,15,9,19,9,20,12,8,S287,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,13.12,2.0,Good
6,Recording engineer,S288,12,19,10,18,8,20,12,9,S288,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,13.5,2.0,Good
6,Recording engineer,S289,11,20,5,17,9,20,14,5,S289,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.62,2.0,Good
6,Recording engineer,S290,11,17,6,17,5,20,13,6,S290,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.88,2.0,Good
6,Recording engineer,S291,12,17,7,16,6,20,11,7,S291,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.0,2.0,Good
6,Recording engineer,S292,13,18,8,15,7,20,12,8,S292,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.62,2.0,Good
6,Recording engineer,S293,14,17,9,19,8,20,14,9,S293,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,13.75,2.0,Good
6,Recording engineer,S294,13,17,10,20,9,20,13,7,S294,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,13.62,2.0,Good
6,Recording engineer,S295,11,17,10,17,8,19,11,8,S295,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.62,2.0,Good
6,Recording engineer,S296,12,17,10,17,9,15,12,9,S296,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.62,2.0,Good
6,Recording engineer,S297,14,18,10,18,10,16,14,10,S297,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,13.75,2.0,Good
6,Recording engineer,S298,13,20,10,17,5,17,13,8,S298,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Musical,12.88,2.0,Good
6,Recording engineer,S299,11,17,10,15,6,18,11,9,S299,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,12.12,2.0,Good
6,Recording engineer,S300,11,18,10,17,7,19,13,10,S300,AVG,BEST,POOR,BEST,POOR,BEST,AVG,POOR,Interpersonal,13.12,2.0,Good
7,Audiologist,S301,17,14,6,16,9,16,11,11,S301,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,12.5,2.12,Good
7,Audiologist,S302,16,11,6,17,9,15,12,12,S302,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,12.25,2.12,Good
7,Audiologist,S303,15,12,6,18,9,19,13,13,S303,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Interpersonal,13.12,2.12,Good
7,Audiologist,S304,19,13,6,19,9,20,14,14,S304,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Interpersonal,14.25,2.12,Good
7,Audiologist,S305,20,14,6,20,9,17,11,11,S305,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.5,2.12,Good
7,Audiologist,S306,17,11,6,15,9,16,12,12,S306,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,12.25,2.12,Good
7,Audiologist,S307,17,12,6,16,9,15,13,13,S307,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,12.62,2.12,Good
7,Audiologist,S308,16,13,6,17,9,19,14,14,S308,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Interpersonal,13.5,2.12,Good
7,Audiologist,S309,15,12,6,18,9,20,11,11,S309,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Interpersonal,12.75,2.12,Good
7,Audiologist,S310,19,14,6,19,9,17,12,12,S310,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.5,2.12,Good
7,Audiologist,S311,20,11,6,20,9,16,13,13,S311,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.5,2.12,Good
7,Audiologist,S312,17,12,6,15,9,15,14,14,S312,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,12.75,2.12,Good
7,Audiologist,S313,17,13,6,16,9,19,11,11,S313,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Interpersonal,12.75,2.12,Good
7,Audiologist,S314,16,14,6,17,9,20,12,12,S314,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Interpersonal,13.25,2.12,Good
7,Audiologist,S315,15,11,6,18,9,17,13,13,S315,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,12.75,2.12,Good
7,Audiologist,S316,19,12,6,19,9,16,14,14,S316,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.62,2.12,Good
7,Audiologist,S317,20,13,6,20,9,15,11,11,S317,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.12,2.12,Good
7,Audiologist,S318,17,12,6,15,9,19,12,12,S318,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Interpersonal,12.75,2.12,Good
7,Audiologist,S319,16,14,6,16,9,20,13,13,S319,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Interpersonal,13.38,2.12,Good
7,Audiologist,S320,17,11,6,17,9,16,14,14,S320,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.0,2.12,Good
7,Audiologist,S321,16,12,6,18,9,15,11,11,S321,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,12.25,2.12,Good
7,Audiologist,S322,15,13,6,19,9,19,12,12,S322,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,13.12,2.12,Good
7,Audiologist,S323,19,14,6,20,9,20,13,13,S323,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,14.25,2.12,Good
7,Audiologist,S324,20,11,6,15,9,17,14,14,S324,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.25,2.12,Good
7,Audiologist,S325,17,12,6,16,9,17,11,11,S325,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,12.38,2.12,Good
7,Audiologist,S326,17,13,7,17,9,17,12,12,S326,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.0,2.12,Good
7,Audiologist,S327,17,12,8,18,9,17,13,13,S327,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,13.38,2.12,Good
7,Audiologist,S328,16,14,9,19,9,17,14,14,S328,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,14.0,2.12,Good
7,Audiologist,S329,15,11,10,20,9,17,11,13,S329,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,13.25,2.12,Good
7,Audiologist,S330,19,12,8,20,9,20,12,11,S330,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,13.88,2.12,Good
7,Audiologist,S331,20,13,8,20,5,20,12,11,S331,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Linguistic,13.62,2.12,Good
7,Audiologist,S332,17,14,8,20,6,20,12,11,S332,BEST,AVG,POOR,BEST,POOR,BEST,AVG,AVG,Logical_Mathematical,13.5,2.12,Good
