Student_ID,Job_Profession,Dominant_Intelligence,Average_Intelligence_Score,Average_Performance,Performance_Category
S501,Chartered Accountant,Interpersonal,11.38,1.88,Average
S502,Chartered Accountant,Interpersonal,11.25,1.88,Average
S503,Chartered Accountant,Logical_Mathematical,11.75,1.88,Average
S504,Chartered Accountant,Logical_Mathematical,11.38,1.88,Average
S505,Chartered Accountant,Logical_Mathematical,12.5,1.88,Average
S506,Chartered Accountant,Logical_Mathematical,12.12,1.88,Average
S507,Chartered Accountant,Interpersonal,11.0,1.88,Average
S508,Chartered Accountant,Interpersonal,11.62,1.88,Average
S509,Chartered Accountant,Logical_Mathematical,11.88,1.88,Average
S510,Chartered Accountant,Logical_Mathematical,11.5,1.88,Average
S511,Chartered Accountant,Logical_Mathematical,12.0,1.88,Average
S512,Chartered Accountant,Logical_Mathematical,12.62,1.88,Average
S513,Chartered Accountant,Interpersonal,10.62,1.88,Average
S514,Chartered Accountant,Interpersonal,11.25,1.88,Average
S515,Chartered Accountant,Logical_Mathematical,11.62,1.88,Average
S516,Chartered Accountant,Logical_Mathematical,11.62,1.88,Average
S517,Chartered Accountant,Logical_Mathematical,12.25,1.88,Average
S518,Chartered Accountant,Logical_Mathematical,12.12,1.88,Average
S519,Chartered Accountant,Interpersonal,11.5,1.88,Average
S520,Chartered Accountant,Interpersonal,11.38,1.88,Average
S521,Chartered Accountant,Logical_Mathematical,11.62,1.88,Average
S522,Chartered Accountant,Logical_Mathematical,11.62,1.88,Average
S523,Chartered Accountant,Logical_Mathematical,12.25,1.88,Average
S524,Chartered Accountant,Logical_Mathematical,12.62,1.88,Average
S525,Chartered Accountant,Interpersonal,10.88,1.88,Average
S526,Chartered Accountant,Interpersonal,11.38,1.88,Average
S527,Chartered Accountant,Logical_Mathematical,11.5,1.88,Average
S528,Chartered Accountant,Logical_Mathematical,11.62,1.88,Average
S529,Chartered Accountant,Logical_Mathematical,11.88,1.88,Average
S530,Chartered Accountant,Logical_Mathematical,12.38,1.88,Average
S531,Chartered Accountant,Interpersonal,11.12,1.88,Average
S532,Chartered Accountant,Interpersonal,11.12,1.88,Average
S533,Chartered Accountant,Logical_Mathematical,11.88,1.88,Average
S534,Chartered Accountant,Logical_Mathematical,11.12,1.88,Average
S535,Chartered Accountant,Logical_Mathematical,12.12,1.88,Average
S536,Chartered Accountant,Logical_Mathematical,12.25,1.88,Average
S537,Chartered Accountant,Interpersonal,11.0,1.88,Average
S538,Chartered Accountant,Interpersonal,11.38,1.88,Average
S539,Chartered Accountant,Logical_Mathematical,11.38,1.88,Average
S540,Chartered Accountant,Logical_Mathematical,11.75,1.88,Average
S541,Chartered Accountant,Logical_Mathematical,11.88,1.88,Average
S542,Chartered Accountant,Logical_Mathematical,11.62,1.88,Average
S543,Chartered Accountant,Interpersonal,11.12,1.88,Average
S544,Chartered Accountant,Interpersonal,11.5,1.88,Average
S545,Chartered Accountant,Logical_Mathematical,11.75,1.88,Average
S546,Chartered Accountant,Logical_Mathematical,11.38,1.88,Average
S547,Chartered Accountant,Logical_Mathematical,12.38,1.88,Average
S548,Chartered Accountant,Logical_Mathematical,11.75,1.88,Average
S549,Chartered Accountant,Logical_Mathematical,11.75,1.88,Average
S550,Chartered Accountant,Logical_Mathematical,12.0,1.88,Average
S551,Computer analyst,Intrapersonal,11.5,2.0,Good
S552,Computer analyst,Linguistic,11.0,2.0,Good
S553,Computer analyst,Linguistic,11.5,2.0,Good
S554,Computer analyst,Linguistic,11.62,2.0,Good
S555,Computer analyst,Linguistic,12.38,2.0,Good
S556,Computer analyst,Linguistic,12.25,2.0,Good
S557,Computer analyst,Intrapersonal,11.75,2.0,Good
S558,Computer analyst,Linguistic,11.0,2.0,Good
S559,Computer analyst,Linguistic,11.5,2.0,Good
S560,Computer analyst,Linguistic,11.75,2.0,Good
S561,Computer analyst,Linguistic,12.25,2.0,Good
S562,Computer analyst,Linguistic,12.88,2.0,Good
S563,Computer analyst,Intrapersonal,11.38,2.0,Good
S564,Computer analyst,Linguistic,10.88,2.0,Good
S565,Computer analyst,Linguistic,11.75,2.0,Good
S566,Computer analyst,Linguistic,12.12,2.0,Good
S567,Computer analyst,Linguistic,12.5,2.0,Good
S568,Computer analyst,Linguistic,12.12,2.0,Good
S569,Computer analyst,Intrapersonal,12.0,2.0,Good
S570,Computer analyst,Linguistic,11.25,2.0,Good
S571,Computer analyst,Linguistic,11.62,2.0,Good
S572,Computer analyst,Linguistic,11.5,2.0,Good
S573,Computer analyst,Linguistic,12.75,2.0,Good
S574,Computer analyst,Linguistic,13.0,2.0,Good
S575,Computer analyst,Intrapersonal,11.38,2.0,Good
S576,Computer analyst,Linguistic,10.88,2.0,Good
S577,Computer analyst,Linguistic,11.88,2.0,Good
S578,Computer analyst,Linguistic,12.12,2.0,Good
S579,Computer analyst,Linguistic,12.38,2.0,Good
S580,Computer analyst,Linguistic,12.88,2.0,Good
S581,Computer analyst,Logical_Mathematical,13.12,2.0,Good
S582,Computer analyst,Linguistic,10.88,2.0,Good
S583,Computer analyst,Linguistic,11.62,2.0,Good
S584,Computer analyst,Linguistic,11.88,2.0,Good
S585,Computer analyst,Linguistic,12.75,2.0,Good
S586,Computer analyst,Linguistic,12.88,2.0,Good
S587,Computer analyst,Logical_Mathematical,12.75,2.0,Good
S588,Computer analyst,Linguistic,11.12,2.0,Good
S589,Computer analyst,Linguistic,11.62,2.0,Good
S590,Computer analyst,Linguistic,12.25,2.0,Good
S591,Computer analyst,Linguistic,12.5,2.0,Good
S592,Computer analyst,Linguistic,13.12,2.0,Good
S593,Computer analyst,Logical_Mathematical,13.0,2.0,Good
S594,Computer analyst,Linguistic,11.12,2.0,Good
S595,Computer analyst,Linguistic,12.0,2.0,Good
S596,Computer analyst,Linguistic,12.0,2.0,Good
S597,Computer analyst,Linguistic,13.0,2.0,Good
S598,Computer analyst,Linguistic,13.0,2.0,Good
S599,Computer analyst,Logical_Mathematical,13.38,2.0,Good
S600,Computer analyst,Linguistic,12.75,2.0,Good
S601,Computer programmer,Linguistic,11.12,1.75,Average
S602,Computer programmer,Linguistic,10.75,1.75,Average
S603,Computer programmer,Linguistic,11.25,1.75,Average
S604,Computer programmer,Logical_Mathematical,10.88,1.75,Average
S605,Computer programmer,Logical_Mathematical,11.25,1.75,Average
S606,Computer programmer,Linguistic,11.5,1.75,Average
S607,Computer programmer,Linguistic,11.12,1.75,Average
S608,Computer programmer,Linguistic,10.62,1.75,Average
S609,Computer programmer,Linguistic,11.0,1.75,Average
S610,Computer programmer,Linguistic,11.25,1.75,Average
S611,Computer programmer,Linguistic,11.5,1.75,Average
S612,Computer programmer,Logical_Mathematical,11.75,1.75,Average
S613,Computer programmer,Linguistic,10.88,1.75,Average
S614,Computer programmer,Logical_Mathematical,10.12,1.75,Average
S615,Computer programmer,Linguistic,11.25,1.75,Average
S616,Computer programmer,Linguistic,10.75,1.75,Average
S617,Computer programmer,Logical_Mathematical,11.25,1.75,Average
S618,Computer programmer,Logical_Mathematical,11.38,1.75,Average
S619,Computer programmer,Linguistic,11.12,1.75,Average
S620,Computer programmer,Linguistic,11.0,1.75,Average
S621,Computer programmer,Linguistic,10.88,1.75,Average
S622,Computer programmer,Logical_Mathematical,10.5,1.75,Average
S623,Computer programmer,Logical_Mathematical,10.88,1.75,Average
S624,Computer programmer,Linguistic,11.75,1.75,Average
S625,Computer programmer,Linguistic,11.38,1.75,Average
S626,Computer programmer,Linguistic,10.25,1.75,Average
S627,Computer programmer,Linguistic,10.62,1.75,Average
S628,Computer programmer,Logical_Mathematical,10.38,1.75,Average
S629,Computer programmer,Logical_Mathematical,11.0,1.75,Average
S630,Computer programmer,Logical_Mathematical,12.0,1.75,Average
S631,Computer programmer,Linguistic,10.5,1.75,Average
S632,Computer programmer,Linguistic,10.0,1.75,Average
S633,Computer programmer,Logical_Mathematical,10.38,1.75,Average
S634,Computer programmer,Logical_Mathematical,10.5,1.75,Average
S635,Computer programmer,Linguistic,11.62,1.75,Average
S636,Computer programmer,Logical_Mathematical,11.12,1.75,Average
S637,Computer programmer,Linguistic,10.5,1.75,Average
S638,Computer programmer,Linguistic,10.12,1.75,Average
S639,Computer programmer,Logical_Mathematical,10.75,1.75,Average
S640,Computer programmer,Linguistic,11.25,1.75,Average
S641,Computer programmer,Logical_Mathematical,11.12,1.75,Average
S642,Computer programmer,Logical_Mathematical,11.25,1.75,Average
S643,Computer programmer,Linguistic,10.88,1.75,Average
S644,Computer programmer,Logical_Mathematical,10.38,1.75,Average
S645,Computer programmer,Linguistic,11.38,1.75,Average
S646,Computer programmer,Linguistic,10.38,1.75,Average
S647,Computer programmer,Logical_Mathematical,10.88,1.75,Average
S648,Computer programmer,Logical_Mathematical,11.12,1.75,Average
S649,Computer programmer,Logical_Mathematical,10.75,1.75,Average
S650,Computer programmer,Linguistic,11.88,1.75,Average
S651,Database designer,Logical_Mathematical,10.75,1.75,Average
S652,Database designer,Interpersonal,10.88,1.75,Average
S653,Database designer,Interpersonal,11.25,1.75,Average
S654,Database designer,Interpersonal,11.75,1.75,Average
S655,Database designer,Logical_Mathematical,11.38,1.75,Average
S656,Database designer,Logical_Mathematical,11.75,1.75,Average
S657,Database designer,Logical_Mathematical,11.12,1.75,Average
S658,Database designer,Logical_Mathematical,11.12,1.75,Average
S659,Database designer,Logical_Mathematical,11.5,1.75,Average
S660,Database designer,Logical_Mathematical,12.12,1.75,Average
S661,Database designer,Logical_Mathematical,12.5,1.75,Average
S662,Database designer,Logical_Mathematical,12.0,1.75,Average
S663,Database designer,Interpersonal,11.0,1.75,Average
S664,Database designer,Interpersonal,11.0,1.75,Average
S665,Database designer,Logical_Mathematical,11.12,1.75,Average
S666,Database designer,Logical_Mathematical,10.75,1.75,Average
S667,Database designer,Logical_Mathematical,11.12,1.75,Average
S668,Database designer,Interpersonal,11.5,1.75,Average
S669,Database designer,Logical_Mathematical,10.38,1.75,Average
S670,Database designer,Logical_Mathematical,10.75,1.75,Average
S671,Database designer,Logical_Mathematical,10.88,1.75,Average
S672,Database designer,Logical_Mathematical,10.88,1.75,Average
S673,Database designer,Logical_Mathematical,11.25,1.75,Average
S674,Database designer,Logical_Mathematical,11.25,1.75,Average
S675,Database designer,Interpersonal,10.38,1.75,Average
S676,Database designer,Logical_Mathematical,9.88,1.75,Average
S677,Database designer,Interpersonal,10.88,1.75,Average
S678,Database designer,Logical_Mathematical,11.0,1.75,Average
S679,Database designer,Logical_Mathematical,11.25,1.75,Average
S680,Database designer,Logical_Mathematical,11.88,1.75,Average
S681,Database designer,Logical_Mathematical,11.5,1.75,Average
S682,Database designer,Logical_Mathematical,11.75,1.75,Average
S683,Database designer,Interpersonal,12.12,1.75,Average
S684,Database designer,Logical_Mathematical,11.62,1.75,Average
S685,Database designer,Logical_Mathematical,12.12,1.75,Average
S686,Database designer,Logical_Mathematical,12.12,1.75,Average
S687,Database designer,Interpersonal,10.88,1.75,Average
S688,Database designer,Logical_Mathematical,10.25,1.75,Average
S689,Database designer,Logical_Mathematical,10.38,1.75,Average
S690,Database designer,Interpersonal,10.88,1.75,Average
S691,Database designer,Interpersonal,11.5,1.75,Average
S692,Database designer,Logical_Mathematical,11.12,1.75,Average
S693,Database designer,Logical_Mathematical,10.75,1.75,Average
S694,Database designer,Logical_Mathematical,10.5,1.75,Average
S695,Database designer,Logical_Mathematical,10.88,1.75,Average
S696,Database designer,Logical_Mathematical,10.88,1.75,Average
S697,Database designer,Logical_Mathematical,11.88,1.75,Average
S698,Database designer,Logical_Mathematical,11.38,1.75,Average
S699,Database designer,Interpersonal,11.0,1.75,Average
S700,Database designer,Logical_Mathematical,10.75,1.75,Average
S701,Economist,Interpersonal,11.75,2.0,Good
S702,Economist,Interpersonal,11.75,2.0,Good
S703,Economist,Interpersonal,11.88,2.0,Good
S704,Economist,Intrapersonal,11.38,2.0,Good
S705,Economist,Intrapersonal,12.12,2.0,Good
S706,Economist,Interpersonal,11.62,2.0,Good
S707,Economist,Interpersonal,11.5,2.0,Good
S708,Economist,Interpersonal,12.0,2.0,Good
S709,Economist,Intrapersonal,11.5,2.0,Good
S710,Economist,Intrapersonal,12.12,2.0,Good
S711,Economist,Interpersonal,11.88,2.0,Good
S712,Economist,Interpersonal,12.25,2.0,Good
S713,Economist,Interpersonal,11.25,2.0,Good
S714,Economist,Intrapersonal,11.38,2.0,Good
S715,Economist,Intrapersonal,12.62,2.0,Good
S716,Economist,Logical_Mathematical,11.5,2.0,Good
S717,Economist,Interpersonal,11.88,2.0,Good
S718,Economist,Interpersonal,12.25,2.0,Good
S719,Economist,Logical_Mathematical,11.5,2.0,Good
S720,Economist,Logical_Mathematical,12.5,2.0,Good
S721,Economist,Interpersonal,11.88,2.0,Good
S722,Economist,Interpersonal,11.62,2.0,Good
S723,Economist,Interpersonal,11.88,2.0,Good
S724,Economist,Intrapersonal,12.38,2.0,Good
S725,Economist,Logical_Mathematical,11.62,2.0,Good
S726,Economist,Logical_Mathematical,11.5,2.0,Good
S727,Economist,Interpersonal,12.5,2.0,Good
S728,Economist,Interpersonal,12.25,2.0,Good
S729,Economist,Intrapersonal,11.62,2.0,Good
S730,Economist,Interpersonal,12.12,2.0,Good
S731,Economist,Logical_Mathematical,11.62,2.0,Good
S732,Economist,Interpersonal,12.25,2.0,Good
S733,Economist,Interpersonal,12.12,2.0,Good
S734,Economist,Intrapersonal,11.75,2.0,Good
S735,Economist,Logical_Mathematical,12.12,2.0,Good
S736,Economist,Logical_Mathematical,12.12,2.0,Good
S737,Economist,Interpersonal,11.5,2.0,Good
S738,Economist,Interpersonal,11.88,2.0,Good
S739,Economist,Intrapersonal,12.12,2.0,Good
S740,Economist,Interpersonal,12.0,2.0,Good
S741,Economist,Logical_Mathematical,11.88,2.0,Good
S742,Economist,Interpersonal,12.38,2.0,Good
S743,Economist,Interpersonal,11.88,2.0,Good
S744,Economist,Intrapersonal,12.38,2.0,Good
S745,Economist,Interpersonal,12.0,2.0,Good
S746,Economist,Logical_Mathematical,11.25,2.0,Good
S747,Economist,Interpersonal,12.12,2.0,Good
S748,Economist,Interpersonal,12.75,2.0,Good
S749,Economist,Intrapersonal,12.0,2.0,Good
S750,Economist,Logical_Mathematical,12.75,2.0,Good
S751,Librarian,Logical_Mathematical,12.5,2.12,Good
S752,Librarian,Bodily,12.75,2.12,Good
S753,Librarian,Bodily,12.5,2.12,Good
S754,Librarian,Logical_Mathematical,12.5,2.12,Good
S755,Librarian,Bodily,12.62,2.12,Good
S756,Librarian,Logical_Mathematical,12.88,2.12,Good
S757,Librarian,Bodily,13.0,2.12,Good
S758,Librarian,Bodily,12.5,2.12,Good
S759,Librarian,Logical_Mathematical,12.25,2.12,Good
S760,Librarian,Bodily,13.5,2.12,Good
S761,Librarian,Logical_Mathematical,13.62,2.12,Good
S762,Librarian,Bodily,13.12,2.12,Good
S763,Librarian,Bodily,12.5,2.12,Good
S764,Librarian,Logical_Mathematical,11.88,2.12,Good
S765,Librarian,Bodily,12.25,2.12,Good
S766,Librarian,Logical_Mathematical,13.25,2.12,Good
S767,Librarian,Bodily,13.88,2.12,Good
S768,Librarian,Bodily,12.62,2.12,Good
S769,Librarian,Logical_Mathematical,12.25,2.12,Good
S770,Librarian,Bodily,12.25,2.12,Good
S771,Librarian,Logical_Mathematical,13.0,2.12,Good
S772,Librarian,Bodily,13.88,2.12,Good
S773,Librarian,Bodily,13.62,2.12,Good
S774,Librarian,Logical_Mathematical,13.38,2.12,Good
S775,Librarian,Bodily,13.25,2.12,Good
S776,Librarian,Logical_Mathematical,13.38,2.12,Good
S777,Librarian,Bodily,13.5,2.12,Good
S778,Librarian,Bodily,12.88,2.12,Good
S779,Librarian,Logical_Mathematical,13.12,2.12,Good
S780,Librarian,Bodily,13.12,2.12,Good
S781,Librarian,Logical_Mathematical,13.75,2.12,Good
S782,Librarian,Bodily,13.75,2.12,Good
S783,Librarian,Bodily,13.12,2.12,Good
S784,Librarian,Logical_Mathematical,12.88,2.12,Good
S785,Librarian,Bodily,13.12,2.12,Good
S786,Librarian,Logical_Mathematical,13.5,2.12,Good
S787,Librarian,Bodily,14.0,2.12,Good
S788,Librarian,Bodily,12.88,2.12,Good
S789,Librarian,Logical_Mathematical,12.38,2.12,Good
S790,Librarian,Bodily,12.5,2.12,Good
S791,Librarian,Logical_Mathematical,13.25,2.12,Good
S792,Librarian,Bodily,13.62,2.12,Good
S793,Librarian,Bodily,13.25,2.12,Good
S794,Librarian,Intrapersonal,12.38,2.12,Good
S795,Librarian,Intrapersonal,12.88,2.12,Good
S796,Librarian,Logical_Mathematical,13.75,2.12,Good
S797,Librarian,Bodily,14.12,2.12,Good
S798,Librarian,Bodily,13.25,2.12,Good
S799,Librarian,Intrapersonal,12.5,2.12,Good
S800,Librarian,Intrapersonal,12.5,2.12,Good
S801,Engineer,Spatial_Visualization,12.0,2.0,Good
S802,Engineer,Spatial_Visualization,11.25,2.0,Good
S803,Engineer,Spatial_Visualization,11.88,2.0,Good
S804,Engineer,Logical_Mathematical,12.25,2.0,Good
S805,Engineer,Logical_Mathematical,12.88,2.0,Good
S806,Engineer,Intrapersonal,12.5,2.0,Good
S807,Engineer,Intrapersonal,12.5,2.0,Good
S808,Engineer,Intrapersonal,12.25,2.0,Good
S809,Engineer,Spatial_Visualization,11.88,2.0,Good
S810,Engineer,Spatial_Visualization,12.5,2.0,Good
S811,Engineer,Spatial_Visualization,12.25,2.0,Good
S812,Engineer,Spatial_Visualization,11.62,2.0,Good
S813,Engineer,Intrapersonal,12.62,2.0,Good
S814,Engineer,Logical_Mathematical,12.62,2.0,Good
S815,Engineer,Intrapersonal,12.88,2.0,Good
S816,Engineer,Intrapersonal,13.12,2.0,Good
S817,Engineer,Intrapersonal,13.12,2.0,Good
S818,Engineer,Intrapersonal,13.12,2.0,Good
S819,Engineer,Intrapersonal,13.0,2.0,Good
S820,Engineer,Spatial_Visualization,12.62,2.0,Good
S821,Engineer,Spatial_Visualization,12.5,2.0,Good
S822,Engineer,Logical_Mathematical,12.75,2.0,Good
S823,Engineer,Logical_Mathematical,12.0,2.0,Good
S824,Engineer,Intrapersonal,12.75,2.0,Good
S825,Engineer,Intrapersonal,13.25,2.0,Good
S826,Engineer,Spatial_Visualization,13.25,2.0,Good
S827,Engineer,Spatial_Visualization,12.25,2.0,Good
S828,Engineer,Spatial_Visualization,13.0,2.0,Good
S829,Engineer,Spatial_Visualization,12.25,2.0,Good
S830,Engineer,Spatial_Visualization,12.25,2.0,Good
S831,Engineer,Spatial_Visualization,13.38,2.0,Good
S832,Engineer,Logical_Mathematical,13.25,2.0,Good
S833,Engineer,Spatial_Visualization,13.38,2.0,Good
S834,Engineer,Spatial_Visualization,13.75,2.0,Good
S835,Engineer,Spatial_Visualization,12.38,2.0,Good
S836,Engineer,Spatial_Visualization,12.38,2.0,Good
S837,Engineer,Spatial_Visualization,13.12,2.0,Good
S838,Engineer,Spatial_Visualization,13.12,2.0,Good
S839,Engineer,Spatial_Visualization,12.88,2.0,Good
S840,Engineer,Spatial_Visualization,13.25,2.0,Good
S841,Engineer,Logical_Mathematical,12.38,2.0,Good
S842,Engineer,Spatial_Visualization,13.12,2.0,Good
S843,Engineer,Spatial_Visualization,13.12,2.0,Good
S844,Engineer,Intrapersonal,12.88,2.0,Good
S845,Engineer,Intrapersonal,13.12,2.0,Good
S846,Engineer,Intrapersonal,13.0,2.0,Good
S847,Engineer,Intrapersonal,12.38,2.0,Good
S848,Engineer,Intrapersonal,13.25,2.0,Good
S849,Engineer,Intrapersonal,12.88,2.0,Good
S850,Engineer,Intrapersonal,12.75,2.0,Good
S851,Lawyer,Linguistic,12.88,2.12,Good
S852,Lawyer,Linguistic,12.75,2.12,Good
S853,Lawyer,Logical_Mathematical,12.5,2.12,Good
S854,Lawyer,Logical_Mathematical,12.5,2.12,Good
S855,Lawyer,Logical_Mathematical,12.25,2.12,Good
S856,Lawyer,Logical_Mathematical,12.38,2.12,Good
S857,Lawyer,Linguistic,13.38,2.12,Good
S858,Lawyer,Linguistic,13.38,2.12,Good
S859,Lawyer,Logical_Mathematical,12.5,2.12,Good
S860,Lawyer,Logical_Mathematical,12.25,2.12,Good
S861,Lawyer,Logical_Mathematical,12.0,2.12,Good
S862,Lawyer,Logical_Mathematical,12.12,2.12,Good
S863,Lawyer,Linguistic,13.25,2.12,Good
S864,Lawyer,Linguistic,13.38,2.12,Good
S865,Lawyer,Logical_Mathematical,12.62,2.12,Good
S866,Lawyer,Logical_Mathematical,12.88,2.12,Good
S867,Lawyer,Logical_Mathematical,12.62,2.12,Good
S868,Lawyer,Logical_Mathematical,12.0,2.12,Good
S869,Lawyer,Linguistic,13.12,2.12,Good
S870,Lawyer,Linguistic,13.0,2.12,Good
S871,Lawyer,Logical_Mathematical,12.75,2.12,Good
S872,Lawyer,Logical_Mathematical,12.75,2.12,Good
S873,Lawyer,Logical_Mathematical,12.38,2.12,Good
S874,Lawyer,Logical_Mathematical,12.12,2.12,Good
S875,Lawyer,Linguistic,13.12,2.12,Good
S876,Lawyer,Linguistic,13.12,2.12,Good
S877,Lawyer,Logical_Mathematical,13.0,2.12,Good
S878,Lawyer,Logical_Mathematical,13.0,2.12,Good
S879,Lawyer,Logical_Mathematical,12.0,2.12,Good
S880,Lawyer,Logical_Mathematical,12.38,2.12,Good
S881,Lawyer,Linguistic,13.25,2.12,Good
S882,Lawyer,Linguistic,13.25,2.12,Good
S883,Lawyer,Logical_Mathematical,12.88,2.12,Good
S884,Lawyer,Logical_Mathematical,12.5,2.12,Good
S885,Lawyer,Logical_Mathematical,12.25,2.12,Good
S886,Lawyer,Logical_Mathematical,12.38,2.12,Good
S887,Lawyer,Linguistic,13.38,2.12,Good
S888,Lawyer,Linguistic,13.38,2.12,Good
S889,Lawyer,Logical_Mathematical,12.62,2.12,Good
S890,Lawyer,Logical_Mathematical,13.12,2.12,Good
S891,Lawyer,Logical_Mathematical,12.88,2.12,Good
S892,Lawyer,Logical_Mathematical,13.0,2.12,Good
S893,Lawyer,Linguistic,13.25,2.12,Good
